in,rank,accesses,reads,writes
8037184,68944,1,1,0
1102248,68945,1,0,1
1171184,68946,1,1,0
3989464,68947,1,1,0
1065928,68948,1,1,0
5715368,68949,1,0,1
1069944,68950,1,0,1
1394048,68951,1,0,1
4595056,68952,1,0,1
1420144,68953,1,0,1
5560776,68954,1,0,1
3863936,68955,1,1,0
7233840,68956,1,0,1
4573056,68957,1,1,0
4914064,68958,1,0,1
1374072,68959,1,1,0
3348008,68960,1,1,0
966392,68961,1,0,1
1466968,68962,1,1,0
1098888,68963,1,0,1
838280,68964,1,0,1
3880584,68965,1,0,1
425552,68966,1,1,0
5022272,68967,1,0,1
1612992,68968,1,0,1
1917640,68969,1,0,1
695664,68970,1,0,1
7827920,68971,1,1,0
4074544,68972,1,0,1
1181768,68973,1,1,0
3881984,68974,1,1,0
722104,68975,1,0,1
5724704,68976,1,0,1
4012536,68977,1,1,0
1830992,68978,1,1,0
4163408,68979,1,0,1
3486608,68980,1,0,1
3366256,68981,1,1,0
7649960,68982,1,0,1
1928664,68983,1,0,1
1968720,68984,1,1,0
6778128,68985,1,1,0
2456480,68986,1,0,1
5354432,68987,1,0,1
7873336,68988,1,1,0
1028136,68989,1,0,1
3957896,68990,1,1,0
305304,68991,1,0,1
236760,68992,1,0,1
5511896,68993,1,0,1
6666536,68994,1,1,0
7964624,68995,1,0,1
1704720,68996,1,0,1
1901400,68997,1,0,1
815608,68998,1,1,0
2724992,68999,1,1,0
4482720,69000,1,0,1
1112992,69001,1,0,1
1266248,69002,1,1,0
6940528,69003,1,0,1
271904,69004,1,0,1
4878128,69005,1,1,0
1225216,69006,1,0,1
723416,69007,1,1,0
4831992,69008,1,1,0
1466536,69009,1,1,0
1570024,69010,1,1,0
1006864,69011,1,0,1
6513864,69012,1,1,0
504952,69013,1,1,0
3812800,69014,1,1,0
1868032,69015,1,1,0
134008,69016,1,1,0
7590184,69017,1,0,1
1848264,69018,1,1,0
640752,69019,1,1,0
631304,69020,1,0,1
759360,69021,1,0,1
380784,69022,1,1,0
2639648,69023,1,0,1
1246216,69024,1,1,0
363096,69025,1,1,0
1223112,69026,1,1,0
1023568,69027,1,1,0
2767128,69028,1,0,1
616272,69029,1,1,0
2922184,69030,1,0,1
664792,69031,1,1,0
2548592,69032,1,1,0
259840,69033,1,0,1
4277616,69034,1,1,0
2098184,69035,1,1,0
5926992,69036,1,0,1
3529496,69037,1,1,0
860384,69038,1,0,1
994048,69039,1,0,1
905392,69040,1,0,1
1057600,69041,1,1,0
5878224,69042,1,0,1
1113608,69043,1,1,0
1862576,69044,1,1,0
2133512,69045,1,1,0
3763968,69046,1,1,0
949208,69047,1,0,1
4482616,69048,1,0,1
5523688,69049,1,1,0
653360,69050,1,1,0
4583864,69051,1,0,1
3018000,69052,1,1,0
2757528,69053,1,1,0
1755256,69054,1,1,0
3917640,69055,1,1,0
3225960,69056,1,1,0
4308408,69057,1,0,1
253448,69058,1,1,0
474904,69059,1,0,1
3048376,69060,1,1,0
1915936,69061,1,0,1
558408,69062,1,0,1
3116056,69063,1,1,0
574960,69064,1,1,0
959512,69065,1,0,1
422816,69066,1,0,1
4814568,69067,1,1,0
4225624,69068,1,0,1
2565096,69069,1,1,0
714888,69070,1,0,1
3616960,69071,1,1,0
378472,69072,1,0,1
4105992,69073,1,1,0
2998800,69074,1,0,1
7033496,69075,1,0,1
703320,69076,1,1,0
1503712,69077,1,0,1
5463440,69078,1,0,1
8129976,69079,1,1,0
161552,69080,1,0,1
1116312,69081,1,0,1
4517424,69082,1,1,0
699680,69083,1,1,0
4018520,69084,1,0,1
625120,69085,1,1,0
6036520,69086,1,1,0
627592,69087,1,0,1
2212760,69088,1,0,1
1089856,69089,1,0,1
7334208,69090,1,0,1
2123320,69091,1,0,1
967736,69092,1,1,0
3637280,69093,1,1,0
3160912,69094,1,1,0
2867808,69095,1,1,0
1660120,69096,1,1,0
330864,69097,1,0,1
5879912,69098,1,0,1
1913912,69099,1,1,0
258552,69100,1,1,0
1627840,69101,1,1,0
2704016,69102,1,1,0
2655856,69103,1,0,1
1612528,69104,1,1,0
3691352,69105,1,1,0
2380184,69106,1,0,1
1560056,69107,1,0,1
1131616,69108,1,0,1
353272,69109,1,1,0
395944,69110,1,1,0
5406656,69111,1,0,1
4615904,69112,1,1,0
605304,69113,1,1,0
232152,69114,1,0,1
1420608,69115,1,0,1
1115984,69116,1,1,0
5658584,69117,1,1,0
651640,69118,1,1,0
4128328,69119,1,0,1
2317760,69120,1,0,1
1325656,69121,1,1,0
2426784,69122,1,1,0
1505840,69123,1,1,0
1905768,69124,1,0,1
1086136,69125,1,0,1
4249672,69126,1,0,1
6041424,69127,1,0,1
6365552,69128,1,0,1
368008,69129,1,0,1
5937144,69130,1,0,1
330064,69131,1,0,1
2094136,69132,1,1,0
5359264,69133,1,1,0
3044920,69134,1,0,1
3378880,69135,1,1,0
4102232,69136,1,1,0
3386024,69137,1,0,1
5624304,69138,1,1,0
1193368,69139,1,1,0
4364936,69140,1,0,1
2333944,69141,1,1,0
1026360,69142,1,1,0
1088016,69143,1,1,0
413600,69144,1,0,1
1457496,69145,1,0,1
2542016,69146,1,1,0
5605440,69147,1,1,0
510968,69148,1,1,0
622992,69149,1,1,0
5980256,69150,1,1,0
469560,69151,1,0,1
7001296,69152,1,0,1
3704920,69153,1,1,0
1008040,69154,1,0,1
2715976,69155,1,1,0
986680,69156,1,1,0
7748464,69157,1,1,0
3766136,69158,1,1,0
1245520,69159,1,0,1
937232,69160,1,1,0
4693192,69161,1,0,1
1698376,69162,1,1,0
4381408,69163,1,1,0
3110640,69164,1,0,1
1569744,69165,1,0,1
780688,69166,1,1,0
600352,69167,1,1,0
766192,69168,1,1,0
1427312,69169,1,0,1
973616,69170,1,1,0
732608,69171,1,0,1
1461536,69172,1,0,1
1346520,69173,1,1,0
670080,69174,1,1,0
7386256,69175,1,1,0
3057744,69176,1,0,1
1619880,69177,1,1,0
1271112,69178,1,1,0
2527712,69179,1,0,1
7635144,69180,1,0,1
6166344,69181,1,1,0
308568,69182,1,0,1
536736,69183,1,1,0
6210208,69184,1,0,1
3023000,69185,1,1,0
828048,69186,1,0,1
3767776,69187,1,0,1
3162776,69188,1,0,1
608912,69189,1,0,1
7607624,69190,1,0,1
2630824,69191,1,1,0
433016,69192,1,0,1
1282520,69193,1,0,1
1454656,69194,1,1,0
331760,69195,1,1,0
6732272,69196,1,0,1
482392,69197,1,1,0
5787000,69198,1,1,0
1799600,69199,1,0,1
5454288,69200,1,1,0
289928,69201,1,0,1
594368,69202,1,1,0
3146496,69203,1,1,0
6470984,69204,1,0,1
136912,69205,1,1,0
1220488,69206,1,1,0
571624,69207,1,1,0
2490216,69208,1,1,0
6906008,69209,1,1,0
333128,69210,1,0,1
6051904,69211,1,0,1
2395328,69212,1,1,0
485008,69213,1,0,1
1606920,69214,1,0,1
5256304,69215,1,0,1
1068680,69216,1,1,0
4341024,69217,1,0,1
2291976,69218,1,1,0
427080,69219,1,1,0
457168,69220,1,1,0
1296616,69221,1,1,0
2508648,69222,1,1,0
3331016,69223,1,1,0
735296,69224,1,0,1
969448,69225,1,0,1
7365080,69226,1,0,1
5147648,69227,1,0,1
342600,69228,1,0,1
1644000,69229,1,1,0
368672,69230,1,0,1
3299168,69231,1,0,1
4689400,69232,1,1,0
344784,69233,1,0,1
255496,69234,1,1,0
3782104,69235,1,1,0
572712,69236,1,0,1
2278232,69237,1,1,0
2405200,69238,1,0,1
2048032,69239,1,1,0
2574320,69240,1,1,0
3136944,69241,1,0,1
2635696,69242,1,0,1
1851520,69243,1,0,1
6386296,69244,1,1,0
4847880,69245,1,0,1
558216,69246,1,1,0
3077792,69247,1,1,0
2958000,69248,1,0,1
2059936,69249,1,1,0
7339472,69250,1,0,1
1884944,69251,1,1,0
1948888,69252,1,0,1
1803616,69253,1,1,0
1373832,69254,1,0,1
1184576,69255,1,1,0
425680,69256,1,0,1
1977400,69257,1,1,0
7812104,69258,1,1,0
4717752,69259,1,1,0
929320,69260,1,0,1
754816,69261,1,1,0
225312,69262,1,1,0
1147280,69263,1,0,1
5104352,69264,1,0,1
3089936,69265,1,1,0
1753208,69266,1,0,1
4959560,69267,1,1,0
1371720,69268,1,1,0
3425528,69269,1,0,1
1070104,69270,1,0,1
7538288,69271,1,0,1
2533440,69272,1,1,0
6331648,69273,1,0,1
3591944,69274,1,0,1
5009288,69275,1,1,0
8105864,69276,1,1,0
3386440,69277,1,1,0
3742664,69278,1,0,1
746328,69279,1,1,0
3260448,69280,1,0,1
6444960,69281,1,1,0
2789920,69282,1,1,0
4254272,69283,1,1,0
148472,69284,1,1,0
6479880,69285,1,0,1
533976,69286,1,0,1
3403280,69287,1,0,1
5583952,69288,1,1,0
1768264,69289,1,1,0
2866520,69290,1,0,1
2088896,69291,1,0,1
1296952,69292,1,1,0
3709800,69293,1,1,0
807576,69294,1,1,0
3245112,69295,1,1,0
7249968,69296,1,0,1
1198192,69297,1,1,0
2439624,69298,1,1,0
1327952,69299,1,0,1
1736904,69300,1,0,1
1241736,69301,1,1,0
723296,69302,1,0,1
888560,69303,1,1,0
1098080,69304,1,1,0
7826344,69305,1,0,1
608080,69306,1,1,0
3144488,69307,1,1,0
6950080,69308,1,0,1
3337520,69309,1,0,1
1200624,69310,1,0,1
1773824,69311,1,1,0
5952744,69312,1,1,0
3035512,69313,1,0,1
2518152,69314,1,0,1
1185784,69315,1,1,0
1540856,69316,1,1,0
1545736,69317,1,0,1
3533640,69318,1,1,0
1594264,69319,1,1,0
588272,69320,1,0,1
8211112,69321,1,1,0
1722608,69322,1,0,1
7218312,69323,1,0,1
5070504,69324,1,1,0
653128,69325,1,0,1
6479472,69326,1,0,1
1785032,69327,1,0,1
3151384,69328,1,1,0
683176,69329,1,1,0
7251560,69330,1,0,1
177096,69331,1,1,0
2679584,69332,1,1,0
3786272,69333,1,0,1
416288,69334,1,1,0
716200,69335,1,0,1
8078360,69336,1,1,0
422696,69337,1,0,1
6177240,69338,1,0,1
891608,69339,1,1,0
4323768,69340,1,1,0
454808,69341,1,1,0
489800,69342,1,0,1
4190808,69343,1,0,1
6486248,69344,1,1,0
558752,69345,1,0,1
914600,69346,1,0,1
634104,69347,1,0,1
2154160,69348,1,0,1
3574992,69349,1,1,0
4330960,69350,1,0,1
4828032,69351,1,0,1
953216,69352,1,0,1
5508896,69353,1,1,0
859680,69354,1,0,1
1029200,69355,1,0,1
3330464,69356,1,0,1
3733744,69357,1,1,0
4448976,69358,1,0,1
2256584,69359,1,1,0
4694040,69360,1,0,1
1126432,69361,1,0,1
428792,69362,1,0,1
3174224,69363,1,0,1
519064,69364,1,0,1
1918144,69365,1,0,1
675032,69366,1,0,1
4477176,69367,1,1,0
582016,69368,1,1,0
1047104,69369,1,0,1
974728,69370,1,0,1
152064,69371,1,0,1
1607120,69372,1,0,1
1238696,69373,1,1,0
2015672,69374,1,0,1
871512,69375,1,1,0
1320216,69376,1,1,0
596248,69377,1,0,1
5750856,69378,1,0,1
662384,69379,1,0,1
4173528,69380,1,0,1
528776,69381,1,0,1
2881544,69382,1,1,0
252064,69383,1,0,1
6977896,69384,1,0,1
5675584,69385,1,0,1
1616336,69386,1,1,0
4645056,69387,1,0,1
5309712,69388,1,0,1
3038096,69389,1,0,1
1957152,69390,1,0,1
1840944,69391,1,0,1
6561320,69392,1,0,1
511672,69393,1,0,1
196920,69394,1,0,1
2485416,69395,1,1,0
2857824,69396,1,1,0
3406000,69397,1,0,1
1744312,69398,1,1,0
2165224,69399,1,0,1
4803264,69400,1,0,1
508520,69401,1,0,1
386120,69402,1,0,1
271528,69403,1,1,0
2049808,69404,1,0,1
5768416,69405,1,1,0
4788896,69406,1,1,0
153936,69407,1,0,1
4195152,69408,1,0,1
6130768,69409,1,0,1
2687304,69410,1,1,0
3557408,69411,1,1,0
4829424,69412,1,1,0
5321800,69413,1,1,0
279976,69414,1,1,0
4691072,69415,1,1,0
2910528,69416,1,0,1
478424,69417,1,0,1
5567624,69418,1,1,0
653864,69419,1,1,0
279144,69420,1,1,0
626864,69421,1,0,1
3827568,69422,1,0,1
1176112,69423,1,0,1
1339472,69424,1,1,0
4707568,69425,1,1,0
554248,69426,1,1,0
7018728,69427,1,1,0
2150544,69428,1,0,1
993960,69429,1,1,0
2158088,69430,1,0,1
1972832,69431,1,1,0
826176,69432,1,1,0
414600,69433,1,0,1
408968,69434,1,1,0
415104,69435,1,1,0
4038432,69436,1,1,0
5549040,69437,1,1,0
609768,69438,1,1,0
6144496,69439,1,1,0
4118552,69440,1,0,1
3906112,69441,1,0,1
567016,69442,1,1,0
5167888,69443,1,0,1
3409376,69444,1,0,1
7033840,69445,1,1,0
2124296,69446,1,0,1
2075456,69447,1,1,0
290544,69448,1,0,1
2866080,69449,1,0,1
4493176,69450,1,1,0
3683200,69451,1,0,1
4510824,69452,1,0,1
426488,69453,1,1,0
1669344,69454,1,0,1
4955288,69455,1,1,0
3462872,69456,1,1,0
1947736,69457,1,0,1
759000,69458,1,0,1
465944,69459,1,0,1
2661568,69460,1,0,1
5611312,69461,1,1,0
2241496,69462,1,0,1
8178856,69463,1,0,1
4157048,69464,1,0,1
1718272,69465,1,1,0
7573008,69466,1,1,0
3084144,69467,1,0,1
3829584,69468,1,0,1
287664,69469,1,0,1
574696,69470,1,0,1
835648,69471,1,1,0
1210568,69472,1,1,0
289696,69473,1,0,1
5742992,69474,1,0,1
94048,69475,1,1,0
6502232,69476,1,0,1
6673144,69477,1,1,0
2023376,69478,1,1,0
4591568,69479,1,0,1
5056248,69480,1,1,0
2469848,69481,1,0,1
6037608,69482,1,0,1
267992,69483,1,0,1
2091256,69484,1,0,1
2166448,69485,1,1,0
714352,69486,1,1,0
6518024,69487,1,1,0
5095232,69488,1,0,1
1173240,69489,1,1,0
3208032,69490,1,1,0
6459424,69491,1,0,1
1214272,69492,1,0,1
6986272,69493,1,0,1
352184,69494,1,1,0
836736,69495,1,1,0
638832,69496,1,0,1
1326520,69497,1,1,0
887696,69498,1,0,1
894688,69499,1,0,1
7858152,69500,1,0,1
3422872,69501,1,1,0
7474144,69502,1,0,1
3730032,69503,1,1,0
5000280,69504,1,0,1
373384,69505,1,1,0
2301504,69506,1,0,1
2015464,69507,1,0,1
1300208,69508,1,1,0
178952,69509,1,1,0
921760,69510,1,0,1
1984136,69511,1,0,1
1916600,69512,1,0,1
444672,69513,1,1,0
4144536,69514,1,0,1
1275224,69515,1,1,0
161616,69516,1,0,1
1414568,69517,1,1,0
1196656,69518,1,1,0
3383488,69519,1,1,0
5467416,69520,1,0,1
7820648,69521,1,1,0
2001352,69522,1,1,0
1018912,69523,1,0,1
824544,69524,1,0,1
930256,69525,1,1,0
4723848,69526,1,0,1
1172840,69527,1,1,0
731856,69528,1,0,1
5629600,69529,1,0,1
2401232,69530,1,0,1
5596112,69531,1,1,0
1034744,69532,1,1,0
7873784,69533,1,1,0
4630856,69534,1,1,0
2033960,69535,1,1,0
5269504,69536,1,1,0
3397112,69537,1,1,0
1223504,69538,1,0,1
517464,69539,1,0,1
236536,69540,1,0,1
1351440,69541,1,1,0
2303080,69542,1,0,1
505464,69543,1,0,1
244840,69544,1,1,0
1482744,69545,1,0,1
386864,69546,1,1,0
2113120,69547,1,1,0
7169424,69548,1,0,1
3384992,69549,1,1,0
1634928,69550,1,0,1
1939216,69551,1,0,1
462440,69552,1,1,0
769496,69553,1,0,1
4539816,69554,1,1,0
523056,69555,1,0,1
1255224,69556,1,1,0
251136,69557,1,1,0
178312,69558,1,0,1
3321728,69559,1,0,1
520832,69560,1,0,1
4552936,69561,1,0,1
936728,69562,1,1,0
4102352,69563,1,0,1
3739080,69564,1,1,0
6408832,69565,1,1,0
3368952,69566,1,1,0
2337608,69567,1,1,0
6595288,69568,1,1,0
1749112,69569,1,0,1
2698408,69570,1,1,0
966896,69571,1,0,1
3477416,69572,1,1,0
1047800,69573,1,0,1
282256,69574,1,1,0
4338032,69575,1,0,1
6392392,69576,1,0,1
5888264,69577,1,1,0
6930648,69578,1,0,1
1047568,69579,1,0,1
956288,69580,1,0,1
153528,69581,1,1,0
1776136,69582,1,1,0
554696,69583,1,0,1
5338808,69584,1,1,0
6405080,69585,1,0,1
289480,69586,1,0,1
1958008,69587,1,1,0
1311144,69588,1,1,0
3229768,69589,1,0,1
515712,69590,1,1,0
1337176,69591,1,1,0
5513296,69592,1,1,0
8067168,69593,1,0,1
2137424,69594,1,1,0
2307856,69595,1,1,0
1425872,69596,1,0,1
5740400,69597,1,0,1
3805200,69598,1,1,0
428736,69599,1,0,1
7586176,69600,1,1,0
445632,69601,1,0,1
3431120,69602,1,0,1
3381216,69603,1,1,0
595224,69604,1,1,0
180520,69605,1,0,1
4865328,69606,1,0,1
4306400,69607,1,1,0
3542216,69608,1,0,1
1321208,69609,1,1,0
1391128,69610,1,1,0
1057672,69611,1,0,1
4724552,69612,1,1,0
3361736,69613,1,1,0
1730864,69614,1,1,0
1353760,69615,1,1,0
579536,69616,1,0,1
225528,69617,1,0,1
477736,69618,1,1,0
639824,69619,1,0,1
228360,69620,1,0,1
3573024,69621,1,1,0
933376,69622,1,1,0
114824,69623,1,0,1
2559192,69624,1,1,0
3031064,69625,1,0,1
2480232,69626,1,1,0
4404088,69627,1,1,0
7441768,69628,1,0,1
6032512,69629,1,0,1
6482648,69630,1,0,1
5978400,69631,1,0,1
582176,69632,1,0,1
6208480,69633,1,0,1
868984,69634,1,0,1
669808,69635,1,0,1
755344,69636,1,1,0
5131704,69637,1,1,0
1176392,69638,1,0,1
7704392,69639,1,1,0
5233752,69640,1,1,0
4123784,69641,1,1,0
6853016,69642,1,1,0
1323976,69643,1,0,1
667424,69644,1,0,1
2087200,69645,1,0,1
522304,69646,1,0,1
2268656,69647,1,1,0
775544,69648,1,1,0
5504288,69649,1,0,1
1651632,69650,1,1,0
3553224,69651,1,0,1
895528,69652,1,0,1
604192,69653,1,1,0
4694760,69654,1,0,1
601488,69655,1,1,0
2909888,69656,1,1,0
2582968,69657,1,1,0
514336,69658,1,0,1
3054360,69659,1,0,1
1939048,69660,1,0,1
1129768,69661,1,0,1
2688912,69662,1,1,0
1696744,69663,1,0,1
930728,69664,1,1,0
373608,69665,1,0,1
3904528,69666,1,0,1
8009008,69667,1,1,0
1951312,69668,1,0,1
3147552,69669,1,0,1
3641528,69670,1,1,0
1577176,69671,1,0,1
1169840,69672,1,0,1
1509272,69673,1,0,1
1105680,69674,1,1,0
2005264,69675,1,0,1
4471016,69676,1,1,0
487424,69677,1,1,0
3790184,69678,1,0,1
7713824,69679,1,0,1
4823616,69680,1,1,0
184744,69681,1,0,1
2921720,69682,1,0,1
209784,69683,1,1,0
1869760,69684,1,0,1
5901696,69685,1,0,1
2028232,69686,1,0,1
7261992,69687,1,1,0
1599096,69688,1,1,0
1559448,69689,1,1,0
1483160,69690,1,0,1
732592,69691,1,0,1
1385736,69692,1,1,0
268736,69693,1,1,0
1322792,69694,1,1,0
6448152,69695,1,0,1
3266992,69696,1,0,1
547616,69697,1,1,0
4682376,69698,1,1,0
193424,69699,1,0,1
3504400,69700,1,0,1
7185176,69701,1,0,1
7640272,69702,1,0,1
3032520,69703,1,0,1
7979208,69704,1,1,0
5381360,69705,1,0,1
5569208,69706,1,0,1
680280,69707,1,0,1
3803128,69708,1,1,0
472448,69709,1,1,0
8020848,69710,1,1,0
5676880,69711,1,1,0
929584,69712,1,0,1
696760,69713,1,0,1
1532800,69714,1,0,1
625888,69715,1,0,1
1155240,69716,1,0,1
2966696,69717,1,0,1
7673008,69718,1,1,0
1024048,69719,1,1,0
829408,69720,1,1,0
4922512,69721,1,0,1
3474712,69722,1,1,0
5750416,69723,1,0,1
1423816,69724,1,0,1
2202264,69725,1,0,1
4788464,69726,1,1,0
3028368,69727,1,1,0
5063544,69728,1,1,0
414536,69729,1,0,1
678192,69730,1,1,0
1703320,69731,1,0,1
2581304,69732,1,1,0
234032,69733,1,0,1
2399016,69734,1,1,0
5243864,69735,1,1,0
346736,69736,1,0,1
155928,69737,1,1,0
7478528,69738,1,1,0
4803024,69739,1,0,1
5408240,69740,1,0,1
628400,69741,1,1,0
1211528,69742,1,0,1
3405976,69743,1,1,0
972192,69744,1,1,0
4606224,69745,1,0,1
5586592,69746,1,0,1
2286128,69747,1,1,0
1443176,69748,1,0,1
551840,69749,1,1,0
1593344,69750,1,1,0
1310872,69751,1,1,0
6693784,69752,1,1,0
490608,69753,1,0,1
717136,69754,1,1,0
380080,69755,1,1,0
5611120,69756,1,1,0
1206496,69757,1,0,1
3448056,69758,1,0,1
3155128,69759,1,0,1
3025216,69760,1,0,1
5842112,69761,1,1,0
1268856,69762,1,1,0
279256,69763,1,1,0
758304,69764,1,0,1
2668768,69765,1,0,1
411072,69766,1,1,0
1148792,69767,1,1,0
1412272,69768,1,0,1
6263448,69769,1,1,0
1158104,69770,1,1,0
6115616,69771,1,0,1
386064,69772,1,1,0
818584,69773,1,0,1
3583928,69774,1,1,0
7643000,69775,1,0,1
5928304,69776,1,1,0
2333064,69777,1,0,1
100960,69778,1,1,0
3711888,69779,1,0,1
1622880,69780,1,0,1
2189224,69781,1,1,0
3335016,69782,1,1,0
3206912,69783,1,0,1
4127680,69784,1,1,0
181600,69785,1,0,1
6039320,69786,1,0,1
7388888,69787,1,1,0
1015360,69788,1,1,0
5487944,69789,1,1,0
236472,69790,1,0,1
4472920,69791,1,1,0
2122304,69792,1,0,1
7470200,69793,1,1,0
6034976,69794,1,0,1
2389072,69795,1,1,0
4946592,69796,1,1,0
335656,69797,1,1,0
6361792,69798,1,0,1
2394328,69799,1,1,0
2053296,69800,1,1,0
2643720,69801,1,0,1
7065968,69802,1,0,1
125304,69803,1,1,0
3398072,69804,1,0,1
427760,69805,1,0,1
214336,69806,1,0,1
2261496,69807,1,1,0
3151904,69808,1,1,0
4653184,69809,1,0,1
672048,69810,1,0,1
4199984,69811,1,0,1
1306168,69812,1,0,1
2265912,69813,1,1,0
747624,69814,1,1,0
3319152,69815,1,1,0
466488,69816,1,1,0
2844368,69817,1,0,1
2341232,69818,1,0,1
1040616,69819,1,1,0
549528,69820,1,1,0
4126656,69821,1,0,1
2040640,69822,1,1,0
765280,69823,1,0,1
724936,69824,1,0,1
832248,69825,1,0,1
4417768,69826,1,1,0
556536,69827,1,0,1
3039912,69828,1,0,1
5282536,69829,1,0,1
6450344,69830,1,0,1
1245400,69831,1,1,0
852488,69832,1,0,1
3366616,69833,1,0,1
859728,69834,1,0,1
5740128,69835,1,1,0
1573048,69836,1,1,0
1261840,69837,1,0,1
1328848,69838,1,1,0
2142432,69839,1,0,1
7107232,69840,1,1,0
542824,69841,1,0,1
3055104,69842,1,1,0
198352,69843,1,0,1
985864,69844,1,0,1
918664,69845,1,1,0
6357032,69846,1,0,1
1932616,69847,1,1,0
5379024,69848,1,1,0
2890976,69849,1,0,1
7449984,69850,1,1,0
2509944,69851,1,1,0
2059192,69852,1,0,1
2569576,69853,1,1,0
1032144,69854,1,0,1
719104,69855,1,1,0
614336,69856,1,1,0
3141288,69857,1,0,1
813848,69858,1,1,0
1087488,69859,1,1,0
4985232,69860,1,1,0
442224,69861,1,0,1
144056,69862,1,1,0
339760,69863,1,1,0
2246360,69864,1,0,1
2765952,69865,1,0,1
316256,69866,1,1,0
4498072,69867,1,0,1
752856,69868,1,0,1
2145656,69869,1,0,1
782672,69870,1,1,0
2509776,69871,1,0,1
6045704,69872,1,0,1
860320,69873,1,1,0
2077816,69874,1,0,1
2634128,69875,1,0,1
2356456,69876,1,1,0
6016160,69877,1,1,0
5720800,69878,1,0,1
1564256,69879,1,1,0
366200,69880,1,0,1
1905552,69881,1,0,1
2159240,69882,1,1,0
426752,69883,1,1,0
7687344,69884,1,1,0
1162728,69885,1,1,0
1100056,69886,1,1,0
262464,69887,1,1,0
809152,69888,1,1,0
3345496,69889,1,1,0
5887984,69890,1,1,0
959024,69891,1,1,0
520768,69892,1,1,0
292064,69893,1,1,0
7174872,69894,1,1,0
8177720,69895,1,0,1
1403616,69896,1,0,1
1943544,69897,1,1,0
8103112,69898,1,1,0
940384,69899,1,1,0
1907448,69900,1,1,0
1083560,69901,1,1,0
2221336,69902,1,1,0
809144,69903,1,1,0
4534208,69904,1,1,0
554224,69905,1,0,1
1187504,69906,1,0,1
1083512,69907,1,1,0
3514536,69908,1,1,0
5139680,69909,1,1,0
1982664,69910,1,0,1
2251064,69911,1,0,1
3711960,69912,1,0,1
7352232,69913,1,0,1
1593360,69914,1,1,0
1478560,69915,1,1,0
3174888,69916,1,0,1
1893968,69917,1,1,0
5866936,69918,1,0,1
234024,69919,1,1,0
3635112,69920,1,0,1
1420912,69921,1,0,1
2732608,69922,1,1,0
3447464,69923,1,1,0
4517216,69924,1,1,0
3436424,69925,1,1,0
3428712,69926,1,0,1
3870832,69927,1,1,0
4836496,69928,1,1,0
4325824,69929,1,0,1
5365408,69930,1,0,1
572816,69931,1,0,1
1539256,69932,1,0,1
3227600,69933,1,0,1
3696184,69934,1,1,0
2713768,69935,1,1,0
3240560,69936,1,0,1
6290352,69937,1,1,0
2350392,69938,1,1,0
837536,69939,1,1,0
6038536,69940,1,0,1
4086912,69941,1,1,0
2765064,69942,1,0,1
3359152,69943,1,0,1
1100392,69944,1,0,1
775016,69945,1,1,0
4609528,69946,1,1,0
1127464,69947,1,0,1
2488312,69948,1,1,0
2978856,69949,1,0,1
1372200,69950,1,1,0
5696760,69951,1,0,1
4039432,69952,1,0,1
1046944,69953,1,0,1
1196688,69954,1,0,1
236640,69955,1,0,1
1186248,69956,1,1,0
6649624,69957,1,0,1
4776824,69958,1,1,0
3493896,69959,1,0,1
2215064,69960,1,1,0
1881832,69961,1,1,0
199368,69962,1,1,0
1856760,69963,1,1,0
519008,69964,1,1,0
421552,69965,1,1,0
1545448,69966,1,1,0
7650304,69967,1,1,0
2408408,69968,1,1,0
1012296,69969,1,1,0
889536,69970,1,1,0
1886776,69971,1,1,0
3580704,69972,1,1,0
1123376,69973,1,1,0
2484624,69974,1,1,0
6302928,69975,1,1,0
3615344,69976,1,0,1
2638272,69977,1,1,0
4094456,69978,1,1,0
973968,69979,1,1,0
7956720,69980,1,1,0
658392,69981,1,0,1
5129872,69982,1,0,1
7764024,69983,1,1,0
738400,69984,1,1,0
166728,69985,1,0,1
400928,69986,1,1,0
1077080,69987,1,0,1
1296592,69988,1,0,1
2986992,69989,1,0,1
431728,69990,1,0,1
4857560,69991,1,0,1
419096,69992,1,0,1
3430768,69993,1,1,0
5000056,69994,1,0,1
3134328,69995,1,1,0
7499672,69996,1,0,1
1668680,69997,1,0,1
3756040,69998,1,0,1
323688,69999,1,1,0
5682528,70000,1,0,1
2333216,70001,1,0,1
7826624,70002,1,0,1
1954064,70003,1,0,1
272552,70004,1,0,1
1877120,70005,1,1,0
2494544,70006,1,0,1
471696,70007,1,0,1
1129104,70008,1,0,1
3001808,70009,1,0,1
1233304,70010,1,1,0
8018616,70011,1,0,1
5584888,70012,1,0,1
543000,70013,1,0,1
1536216,70014,1,0,1
605080,70015,1,1,0
2661112,70016,1,0,1
640592,70017,1,0,1
1622896,70018,1,0,1
1195608,70019,1,0,1
351744,70020,1,0,1
7874144,70021,1,1,0
750832,70022,1,0,1
1974464,70023,1,0,1
2500280,70024,1,0,1
353840,70025,1,0,1
5982096,70026,1,0,1
1010232,70027,1,0,1
5678280,70028,1,1,0
3139472,70029,1,1,0
5451320,70030,1,1,0
398984,70031,1,0,1
783216,70032,1,0,1
840640,70033,1,0,1
7487072,70034,1,1,0
1767552,70035,1,1,0
760624,70036,1,0,1
185184,70037,1,1,0
1602192,70038,1,0,1
845128,70039,1,0,1
3323328,70040,1,1,0
6494496,70041,1,0,1
1664568,70042,1,0,1
