in,per_rank,accesses,reads,writes
2312592,47,1,1,0
3805208,47,1,0,1
121040,47,1,1,0
1454024,47,1,0,1
5477440,47,1,0,1
4950424,47,1,0,1
2014448,47,1,1,0
1758568,47,1,0,1
5484288,47,1,0,1
656440,47,1,1,0
561440,47,1,1,0
5644784,47,1,0,1
7336400,47,1,1,0
368368,47,1,0,1
7716528,47,1,1,0
1064072,47,1,0,1
2100624,47,1,0,1
8056168,47,1,0,1
1353528,47,1,0,1
161840,47,1,1,0
3521448,47,1,0,1
7290000,47,1,1,0
913088,47,1,0,1
1447752,47,1,0,1
999136,47,1,0,1
1203696,48,1,0,1
1244176,48,1,0,1
382880,48,1,1,0
1245536,48,1,1,0
2331968,48,1,0,1
7148600,48,1,0,1
1751784,48,1,0,1
1965992,48,1,0,1
3203144,48,1,1,0
3143128,48,1,0,1
1753232,48,1,0,1
1039424,48,1,1,0
1157344,48,1,0,1
6339256,48,1,1,0
1175912,48,1,0,1
2251464,48,1,1,0
2606072,48,1,0,1
629856,48,1,0,1
1717432,48,1,1,0
3470080,48,1,1,0
1942560,48,1,0,1
6577248,48,1,0,1
2176256,48,1,1,0
3272016,48,1,1,0
561000,48,1,0,1
696000,48,1,0,1
356776,48,1,1,0
4089792,48,1,1,0
6200144,48,1,0,1
370104,48,1,0,1
6185976,48,1,1,0
1277808,48,1,1,0
144704,48,1,1,0
283008,48,1,1,0
506792,48,1,0,1
1385728,48,1,0,1
5572576,48,1,0,1
937864,48,1,1,0
1275600,48,1,1,0
3361040,48,1,0,1
238720,48,1,1,0
1873952,48,1,1,0
376464,48,1,1,0
2475944,48,1,0,1
765608,48,1,0,1
1418592,48,1,0,1
2824504,48,1,0,1
2421112,48,1,1,0
489856,48,1,0,1
3182216,48,1,0,1
7923272,48,1,0,1
5301632,48,1,0,1
3508584,48,1,1,0
499904,48,1,1,0
2272144,48,1,1,0
4172504,48,1,0,1
1967024,48,1,1,0
2324984,48,1,0,1
1173064,48,1,1,0
5326464,48,1,1,0
933488,48,1,1,0
3422448,48,1,1,0
5551808,48,1,1,0
1445560,48,1,1,0
3379256,48,1,1,0
1364400,48,1,0,1
5684144,48,1,1,0
668360,48,1,1,0
2683688,48,1,1,0
8177392,48,1,0,1
8120552,48,1,0,1
1018376,48,1,1,0
2928280,48,1,1,0
1351712,48,1,0,1
5591056,48,1,0,1
246968,48,1,1,0
7162248,48,1,1,0
604864,48,1,0,1
4817440,48,1,0,1
1677944,48,1,1,0
1465992,48,1,1,0
336920,48,1,1,0
5965560,48,1,1,0
799008,48,1,0,1
1022816,48,1,0,1
975576,48,1,1,0
2280760,48,1,1,0
509824,48,1,1,0
2929040,48,1,0,1
7164752,48,1,1,0
5327088,48,1,0,1
2219368,48,1,1,0
3145752,48,1,1,0
722072,48,1,0,1
7381784,48,1,1,0
955272,48,1,1,0
1486768,48,1,1,0
2099952,48,1,0,1
773464,48,1,1,0
1497272,48,1,1,0
1513312,48,1,1,0
215120,48,1,1,0
3505064,48,1,1,0
1406736,48,1,0,1
5891760,48,1,0,1
6803080,48,1,1,0
1624920,48,1,1,0
920512,48,1,1,0
5501832,48,1,0,1
1814408,48,1,0,1
387632,48,1,0,1
7097176,48,1,0,1
6798488,48,1,1,0
1220288,48,1,1,0
735968,48,1,0,1
8195576,48,1,1,0
4170624,48,1,0,1
4090600,48,1,0,1
872304,48,1,0,1
5594928,48,1,0,1
2951136,48,1,0,1
219160,48,1,0,1
979344,48,1,1,0
2093032,48,1,1,0
5222744,48,1,0,1
6721872,48,1,0,1
433768,48,1,0,1
1385624,48,1,0,1
1332048,48,1,1,0
4509832,48,1,1,0
455120,48,1,1,0
776040,48,1,1,0
419616,48,1,0,1
1161568,48,1,0,1
1100440,48,1,0,1
3811072,48,1,1,0
1708856,48,1,1,0
1056280,48,1,1,0
1605944,48,1,0,1
3655400,48,1,0,1
390928,48,1,1,0
940312,48,1,0,1
8235488,48,1,0,1
1178032,48,1,0,1
4730744,48,1,1,0
6630936,48,1,1,0
2155824,48,1,1,0
741240,48,1,0,1
4157280,48,1,0,1
2369112,48,1,0,1
903136,48,1,0,1
2020040,48,1,0,1
871296,48,1,0,1
5495688,48,1,0,1
4560768,48,1,0,1
1960576,48,1,1,0
1773336,48,1,1,0
7540744,48,1,0,1
420992,48,1,0,1
1281880,48,1,0,1
1027200,48,1,1,0
4752144,48,1,0,1
337752,48,1,0,1
2272208,48,1,0,1
3608896,48,1,0,1
5871264,48,1,0,1
1222288,48,1,0,1
1462096,48,1,1,0
1271848,48,1,0,1
1948216,48,1,0,1
7981544,48,1,1,0
1070048,48,1,1,0
1476760,48,1,0,1
3935624,48,1,0,1
6718400,48,1,1,0
1906656,48,1,0,1
2996232,48,1,1,0
2106800,48,1,0,1
2124864,48,1,0,1
5833680,48,1,0,1
6171064,48,1,1,0
6208456,48,1,0,1
2405128,48,1,0,1
1146600,48,1,1,0
6081936,48,1,1,0
3961792,48,1,1,0
355648,48,1,0,1
4211728,48,1,1,0
616440,48,1,1,0
2687768,48,1,0,1
2156984,48,1,0,1
574512,48,1,1,0
314336,48,1,0,1
4565528,48,1,1,0
811744,48,1,0,1
2347304,48,1,1,0
2873176,48,1,0,1
919040,48,1,0,1
4727512,48,1,0,1
2890528,48,1,0,1
1284040,48,1,1,0
7975496,48,1,0,1
3226696,48,1,1,0
2464952,48,1,0,1
355312,48,1,1,0
1091160,48,1,0,1
2856648,48,1,0,1
2381880,48,1,0,1
4786480,48,1,1,0
533832,48,1,0,1
1317056,48,1,0,1
780040,48,1,0,1
1803080,48,1,1,0
335112,48,1,0,1
292416,48,1,1,0
3694120,48,1,1,0
272848,48,1,1,0
2104288,48,1,0,1
3537760,48,1,1,0
3939528,48,1,0,1
3089864,48,1,0,1
2866936,48,1,1,0
6330960,48,1,0,1
5334176,48,1,1,0
998576,48,1,1,0
4632800,48,1,1,0
289096,48,1,1,0
1700200,48,1,1,0
3480936,48,1,0,1
3969344,48,1,0,1
3465080,48,1,0,1
2349624,48,1,0,1
1007712,48,1,1,0
2384320,48,1,0,1
8029720,48,1,1,0
6154936,48,1,0,1
3024056,48,1,1,0
7156240,48,1,1,0
4078680,48,1,1,0
229016,48,1,0,1
276896,48,1,1,0
2197528,48,1,1,0
291944,48,1,0,1
2581720,48,1,0,1
4371488,48,1,0,1
5689728,48,1,1,0
8028320,48,1,0,1
507304,48,1,1,0
5663432,48,1,0,1
1601872,48,1,1,0
7572080,48,1,0,1
5808280,48,1,0,1
2751592,48,1,0,1
1350880,48,1,1,0
4885592,48,1,0,1
4781416,48,1,0,1
1833144,48,1,1,0
676952,48,1,0,1
192632,48,1,0,1
616680,48,1,0,1
6280344,48,1,1,0
78768,48,1,1,0
4637776,48,1,1,0
830360,48,1,1,0
2032056,48,1,0,1
1341592,48,1,1,0
521824,48,1,1,0
2496664,48,1,0,1
5016624,48,1,1,0
1646928,48,1,1,0
655448,48,1,1,0
3685896,48,1,0,1
1334496,48,1,1,0
121048,48,1,1,0
1505160,48,1,0,1
1647720,48,1,1,0
491344,48,1,1,0
2102600,48,1,0,1
6741160,48,1,0,1
2173464,48,1,0,1
8106912,48,1,0,1
1039096,48,1,0,1
3336376,48,1,0,1
350624,48,1,0,1
1259224,48,1,0,1
1198976,48,1,0,1
1271288,48,1,0,1
1088480,48,1,1,0
7565816,48,1,0,1
1449584,48,1,1,0
353816,48,1,1,0
686480,48,1,0,1
410224,48,1,0,1
1281408,48,1,0,1
2851384,48,1,1,0
3804568,48,1,0,1
7650136,48,1,0,1
859160,48,1,0,1
2326344,48,1,0,1
355456,48,1,0,1
1846680,48,1,1,0
3110784,48,1,1,0
513936,48,1,0,1
1934920,48,1,1,0
6176504,48,1,1,0
644376,48,1,1,0
2620296,48,1,0,1
3784360,48,1,0,1
7795752,48,1,0,1
417392,48,1,0,1
6542160,48,1,0,1
2295608,48,1,1,0
2422296,48,1,0,1
2925704,48,1,0,1
1812808,48,1,0,1
247384,48,1,0,1
1114712,48,1,0,1
467288,48,1,1,0
4330400,48,1,0,1
6381632,48,1,0,1
2532888,48,1,0,1
2942872,48,1,1,0
676936,48,1,0,1
4505608,48,1,0,1
1732528,48,1,0,1
1172544,48,1,0,1
638416,48,1,0,1
4862944,48,1,1,0
2114416,48,1,0,1
2857776,48,1,1,0
5932992,48,1,1,0
5265376,48,1,1,0
2248880,48,1,0,1
6024824,48,1,0,1
1158256,48,1,1,0
4968984,48,1,1,0
201912,48,1,0,1
548416,48,1,0,1
210480,48,1,1,0
1404232,48,1,1,0
8061624,48,1,1,0
6431304,48,1,1,0
1407608,48,1,0,1
1303112,48,1,0,1
211640,48,1,0,1
3858176,48,1,1,0
1250368,48,1,0,1
1189560,48,1,0,1
5597136,48,1,1,0
7782824,48,1,0,1
1066288,48,1,1,0
5883968,48,1,0,1
1677280,48,1,1,0
4216368,48,1,1,0
512088,48,1,0,1
7753112,48,1,1,0
971296,48,1,1,0
1253584,48,1,0,1
419896,48,1,0,1
2200792,48,1,0,1
4197616,48,1,0,1
4507296,48,1,1,0
79928,48,1,0,1
897376,48,1,0,1
635464,48,1,1,0
2011440,48,1,1,0
4264928,48,1,0,1
525984,48,1,1,0
1086736,48,1,0,1
3449344,48,1,0,1
8182096,48,1,0,1
2120856,48,1,0,1
2666240,48,1,0,1
3285904,48,1,0,1
2853336,48,1,1,0
1978424,48,1,1,0
430384,48,1,0,1
240744,48,1,1,0
4506176,48,1,0,1
1719840,48,1,1,0
3312728,48,1,0,1
662680,48,1,0,1
6343968,48,1,1,0
1572840,48,1,0,1
4677464,48,1,1,0
4479880,48,1,0,1
459208,48,1,0,1
2388824,48,1,0,1
2798328,48,1,0,1
1913712,48,1,0,1
5624600,48,1,1,0
6241344,48,1,1,0
5925800,48,1,1,0
2181776,48,1,1,0
987648,48,1,0,1
264136,48,1,0,1
6354152,48,1,1,0
857624,48,1,1,0
5654336,48,1,0,1
1990168,48,1,1,0
4907416,48,1,0,1
2841560,48,1,1,0
2500704,48,1,1,0
1665072,48,1,1,0
4193192,48,1,1,0
8173408,48,1,1,0
6101016,48,1,1,0
944552,48,1,1,0
1110144,48,1,0,1
5079160,48,1,1,0
1426032,48,1,1,0
676784,48,1,1,0
3757040,48,1,1,0
1721088,48,1,0,1
481216,48,1,1,0
6241872,48,1,1,0
5568096,48,1,1,0
6862776,48,1,0,1
1266576,48,1,1,0
3317736,48,1,1,0
4326424,48,1,1,0
6140328,48,1,0,1
576968,48,1,0,1
323520,48,1,1,0
490344,48,1,0,1
4436680,48,1,0,1
2962400,48,1,1,0
4219624,48,1,0,1
2628400,48,1,1,0
159664,48,1,0,1
6986832,48,1,1,0
2449360,48,1,0,1
5967040,48,1,0,1
4119816,48,1,1,0
1603552,48,1,0,1
6434040,48,1,1,0
3140160,48,1,0,1
4208472,48,1,1,0
7170712,48,1,1,0
7052056,48,1,1,0
1161216,48,1,1,0
4103280,48,1,1,0
6844960,48,1,0,1
4452168,48,1,0,1
57736,48,1,0,1
6471856,48,1,1,0
5579640,48,1,1,0
1712952,48,1,1,0
2934880,48,1,1,0
2241536,48,1,1,0
7882744,48,1,1,0
197488,48,1,0,1
2074792,48,1,1,0
1798136,48,1,0,1
6246072,48,1,1,0
3011704,48,1,0,1
869376,48,1,1,0
1509672,48,1,0,1
5780192,48,1,1,0
464392,48,1,1,0
2321744,48,1,0,1
5863528,48,1,1,0
2524432,48,1,0,1
772160,48,1,1,0
6660664,48,1,0,1
1776080,48,1,1,0
1225712,48,1,0,1
3284048,48,1,0,1
1360672,48,1,1,0
1884448,48,1,0,1
6987872,48,1,1,0
4747168,48,1,1,0
715536,48,1,0,1
7424112,48,1,0,1
719360,48,1,1,0
1581544,48,1,1,0
1998592,48,1,1,0
2305880,48,1,0,1
1628856,48,1,1,0
5809256,48,1,0,1
2114584,48,1,1,0
1415384,48,1,0,1
1761576,48,1,1,0
1603648,48,1,0,1
1583720,48,1,0,1
4395488,48,1,0,1
372248,48,1,1,0
3663824,48,1,1,0
6310840,48,1,1,0
2288232,48,1,0,1
2378072,48,1,0,1
4363656,48,1,0,1
4142664,48,1,0,1
572912,48,1,0,1
6745000,48,1,0,1
3287872,48,1,0,1
1325040,48,1,1,0
708616,48,1,0,1
1318584,48,1,1,0
5137416,48,1,1,0
377160,48,1,0,1
150032,48,1,1,0
1838544,48,1,1,0
2219488,48,1,1,0
880624,48,1,0,1
3806848,48,1,1,0
705576,48,1,1,0
953824,48,1,0,1
4203808,48,1,0,1
846800,48,1,0,1
183024,48,1,1,0
920936,48,1,0,1
1951576,48,1,1,0
2179376,48,1,0,1
7056160,48,1,1,0
2323816,48,1,0,1
1811088,48,1,1,0
3844040,48,1,0,1
4681344,48,1,1,0
307288,48,1,1,0
2472400,48,1,0,1
2595456,48,1,1,0
913520,48,1,1,0
1522024,48,1,1,0
217912,48,1,0,1
2828384,48,1,0,1
5189200,48,1,1,0
4281920,48,1,0,1
440216,48,1,0,1
5004240,48,1,0,1
3192496,48,1,1,0
1259312,48,1,0,1
4956984,48,1,0,1
656936,48,1,1,0
712880,48,1,0,1
6068624,48,1,0,1
1877248,48,1,0,1
2606376,48,1,0,1
714960,48,1,1,0
1299936,48,1,1,0
293920,48,1,0,1
6171296,48,1,1,0
8184248,48,1,0,1
2538000,48,1,1,0
274392,48,1,1,0
2046776,48,1,0,1
2335368,48,1,1,0
5207936,48,1,0,1
5666992,48,1,1,0
501528,48,1,0,1
8102368,48,1,0,1
945752,48,1,0,1
174400,48,1,1,0
2586928,48,1,1,0
2426352,48,1,0,1
6356760,48,1,0,1
1722256,48,1,0,1
791352,48,1,1,0
2780552,48,1,0,1
869064,48,1,1,0
3491248,48,1,1,0
7407144,48,1,0,1
3845488,48,1,1,0
2174728,48,1,1,0
3568936,48,1,1,0
7954216,48,1,1,0
7159432,48,1,1,0
7089704,48,1,0,1
780968,48,1,1,0
4995152,48,1,1,0
4150000,48,1,0,1
562496,48,1,0,1
5464688,48,1,1,0
7954768,48,1,1,0
3666536,48,1,1,0
606464,48,1,0,1
2420248,48,1,1,0
5527024,48,1,1,0
5707592,48,1,1,0
415416,48,1,0,1
234232,48,1,0,1
1189416,48,1,0,1
1142168,48,1,0,1
3524888,48,1,0,1
960584,48,1,0,1
1074464,48,1,1,0
4926464,48,1,1,0
6886344,48,1,0,1
7694400,48,1,0,1
3622928,48,1,1,0
2440728,48,1,0,1
994856,48,1,1,0
2892984,48,1,0,1
1205992,48,1,0,1
4697800,48,1,1,0
3688728,48,1,1,0
6559544,48,1,0,1
1403512,48,1,0,1
4727504,48,1,1,0
318160,48,1,0,1
261424,48,1,0,1
141864,48,1,1,0
1601856,48,1,1,0
841232,48,1,1,0
2427320,48,1,1,0
344632,48,1,0,1
439352,48,1,1,0
605456,48,1,1,0
7101296,48,1,1,0
1770864,48,1,1,0
887040,48,1,1,0
2618848,48,1,1,0
250184,48,1,1,0
6745096,48,1,0,1
2008584,48,1,1,0
1288120,48,1,1,0
668240,48,1,1,0
1784616,48,1,0,1
1184640,48,1,1,0
3639552,48,1,0,1
317960,48,1,1,0
2904736,48,1,1,0
5805184,48,1,1,0
1175752,48,1,1,0
3200736,48,1,0,1
3121048,48,1,1,0
1420456,48,1,1,0
1307392,48,1,1,0
256688,48,1,1,0
6040376,48,1,1,0
1744736,48,1,1,0
5997072,48,1,0,1
797768,48,1,0,1
689632,48,1,1,0
539272,48,1,1,0
2795280,48,1,0,1
1994184,48,1,1,0
2256928,48,1,0,1
5612648,48,1,0,1
1857152,48,1,1,0
279328,48,1,1,0
1051408,48,1,0,1
1280568,48,1,1,0
7348048,48,1,1,0
1061720,48,1,1,0
1404440,48,1,1,0
3925200,48,1,0,1
2265432,48,1,1,0
3976176,48,1,1,0
6284928,48,1,0,1
2420736,48,1,0,1
207736,48,1,1,0
208512,48,1,1,0
372624,48,1,1,0
644112,48,1,1,0
3094120,48,1,1,0
7045480,48,1,1,0
1186192,48,1,1,0
1331560,48,1,0,1
3622488,48,1,1,0
2030120,48,1,0,1
4965912,48,1,0,1
616744,48,1,1,0
2217088,48,1,1,0
3015136,48,1,1,0
2571328,48,1,0,1
331752,48,1,0,1
5684128,48,1,0,1
5593168,48,1,1,0
6492704,48,1,1,0
1788184,48,1,0,1
5402040,48,1,0,1
7201384,48,1,1,0
6813840,48,1,0,1
3616984,48,1,0,1
2218352,48,1,1,0
5947880,48,1,0,1
8021008,48,1,1,0
2043672,48,1,1,0
4403128,48,1,1,0
3532456,48,1,0,1
1666984,48,1,0,1
2851136,48,1,0,1
5473264,48,1,0,1
486376,48,1,0,1
4846168,48,1,1,0
3458880,48,1,1,0
888440,48,1,1,0
611776,48,1,1,0
5493848,48,1,0,1
1558912,48,1,1,0
6644016,48,1,1,0
1028280,48,1,0,1
516208,48,1,0,1
2330624,48,1,0,1
5186680,48,1,0,1
449216,48,1,1,0
4026392,48,1,0,1
8277128,48,1,1,0
3658520,48,1,1,0
6202944,48,1,1,0
2036432,48,1,0,1
5619176,48,1,0,1
732440,48,1,0,1
1505368,48,1,1,0
813480,48,1,0,1
4675000,48,1,0,1
5422264,48,1,1,0
4906512,48,1,0,1
3044376,48,1,0,1
3335600,48,1,0,1
422936,48,1,1,0
1790456,48,1,1,0
1286648,48,1,0,1
2539944,48,1,0,1
801304,48,1,0,1
2316536,48,1,1,0
6499896,48,1,1,0
6334320,48,1,0,1
4864552,48,1,1,0
5044776,48,1,1,0
568168,48,1,0,1
3671232,48,1,0,1
5058808,48,1,1,0
1546952,48,1,0,1
776288,48,1,0,1
3667576,48,1,0,1
1579968,48,1,0,1
4263872,48,1,1,0
1246256,48,1,1,0
2165976,48,1,0,1
1809272,48,1,0,1
538392,48,1,0,1
2238368,48,1,1,0
849624,48,1,0,1
564144,48,1,0,1
2089160,48,1,0,1
7141248,48,1,1,0
4480752,48,1,1,0
175648,48,1,0,1
2456952,48,1,0,1
1122160,48,1,1,0
1142824,48,1,0,1
107840,48,1,1,0
7172408,48,1,1,0
3700144,48,1,1,0
1130384,48,1,0,1
6707864,48,1,1,0
1739136,48,1,0,1
1440312,48,1,0,1
901656,48,1,0,1
7422136,48,1,1,0
6049056,48,1,0,1
299376,48,1,1,0
562008,48,1,0,1
830344,48,1,0,1
1593856,48,1,0,1
862216,48,1,0,1
1047784,48,1,1,0
369040,48,1,1,0
3595688,48,1,1,0
727976,48,1,1,0
575568,48,1,1,0
4133632,48,1,0,1
1341688,48,1,1,0
886616,48,1,1,0
2868784,48,1,1,0
2212120,48,1,1,0
4782392,48,1,0,1
6923056,48,1,1,0
1914560,48,1,1,0
6760336,48,1,1,0
1149592,48,1,1,0
437392,48,1,0,1
667592,48,1,1,0
3331800,48,1,0,1
679136,48,1,0,1
1434896,48,1,1,0
828440,48,1,1,0
706088,48,1,1,0
1443000,48,1,1,0
2470168,48,1,1,0
1825880,48,1,0,1
463936,48,1,0,1
1022768,48,1,0,1
1111864,48,1,0,1
4080880,48,1,0,1
2102080,48,1,0,1
3114416,48,1,1,0
5453008,48,1,0,1
1005112,48,1,1,0
3591592,48,1,1,0
793688,48,1,1,0
2390720,48,1,1,0
784512,48,1,1,0
586944,48,1,0,1
4143592,48,1,1,0
3844184,48,1,0,1
791584,48,1,0,1
1556160,48,1,0,1
2945560,48,1,1,0
1069208,48,1,1,0
244952,48,1,0,1
772552,48,1,0,1
5743056,48,1,0,1
1241424,48,1,0,1
1317792,48,1,0,1
1186912,48,1,1,0
723232,48,1,0,1
4535304,48,1,1,0
1784112,48,1,0,1
6299848,48,1,0,1
2140384,48,1,1,0
738312,48,1,0,1
1232176,48,1,0,1
3854648,48,1,0,1
357112,48,1,0,1
263336,48,1,1,0
265544,48,1,0,1
5567744,48,1,1,0
3742944,48,1,1,0
2588400,48,1,0,1
1711488,48,1,0,1
2935152,48,1,0,1
626128,48,1,1,0
6064152,48,1,1,0
619664,48,1,0,1
5910536,48,1,0,1
930616,48,1,0,1
7892864,48,1,0,1
208560,48,1,1,0
4463968,48,1,0,1
141576,48,1,1,0
6328992,48,1,0,1
1037376,48,1,1,0
1433064,48,1,1,0
7041832,48,1,1,0
627824,48,1,0,1
1409344,48,1,1,0
922064,48,1,1,0
7156656,48,1,0,1
7238472,48,1,0,1
1854432,48,1,1,0
702936,48,1,0,1
2226648,48,1,1,0
2303560,48,1,1,0
4690712,48,1,0,1
4371384,48,1,1,0
1189448,48,1,0,1
339072,48,1,1,0
90704,48,1,0,1
551176,48,1,1,0
104984,48,1,0,1
542424,48,1,0,1
615672,48,1,1,0
2182400,48,1,1,0
7727048,48,1,1,0
3597872,48,1,0,1
2096936,48,1,1,0
2860112,48,1,1,0
7707336,48,1,0,1
1091664,48,1,1,0
2854328,48,1,0,1
995768,48,1,1,0
2011848,48,1,1,0
2963192,48,1,0,1
4907328,48,1,1,0
2475192,48,1,1,0
2552480,48,1,0,1
6315576,48,1,0,1
663160,48,1,0,1
7894440,48,1,1,0
3453440,48,1,0,1
2581656,48,1,0,1
892328,48,1,0,1
2047920,48,1,1,0
1871832,48,1,1,0
208376,48,1,1,0
1239192,48,1,1,0
3872280,48,1,0,1
5805112,48,1,0,1
4342944,48,1,0,1
4584512,48,1,0,1
8204504,48,1,0,1
2255488,48,1,0,1
608216,48,1,0,1
8069472,48,1,0,1
1083016,48,1,1,0
4046560,48,1,0,1
1323024,48,1,0,1
1969608,48,1,0,1
6406928,48,1,0,1
2222472,48,1,0,1
464264,48,1,0,1
721928,48,1,0,1
3418296,48,1,1,0
1166288,48,1,1,0
2882088,48,1,1,0
6089168,48,1,1,0
1147528,48,1,1,0
4738080,48,1,1,0
3407792,48,1,1,0
2841624,48,1,1,0
4584744,48,1,0,1
7379880,48,1,1,0
560784,48,1,0,1
2373336,48,1,0,1
1321544,48,1,0,1
423200,48,1,0,1
2952416,48,1,1,0
1845408,48,1,0,1
1029720,48,1,0,1
1796744,48,1,1,0
4495664,48,1,0,1
3693104,48,1,0,1
3232096,48,1,0,1
2439512,48,1,0,1
5780576,48,1,1,0
6508800,48,1,1,0
6578048,48,1,0,1
468120,48,1,1,0
3017192,48,1,0,1
873848,48,1,0,1
658408,48,1,1,0
7309928,48,1,0,1
5872152,48,1,0,1
7886168,48,1,0,1
1320640,48,1,1,0
607296,48,1,0,1
766112,48,1,1,0
7422672,48,1,0,1
928272,48,1,0,1
6303088,48,1,0,1
6114008,48,1,1,0
5195272,48,1,0,1
2174424,48,1,0,1
4348904,48,1,1,0
1351616,48,1,1,0
226864,48,1,0,1
7147832,48,1,1,0
7323928,48,1,1,0
7032248,48,1,0,1
4206312,48,1,0,1
4425440,48,1,0,1
4992184,48,1,1,0
2223376,48,1,1,0
3487448,48,1,1,0
1577224,48,1,1,0
4710464,48,1,0,1
5700584,48,1,1,0
719392,48,1,1,0
3927928,48,1,0,1
1781312,48,1,1,0
2927568,48,1,1,0
7958272,48,1,1,0
3899408,48,1,0,1
2449536,48,1,1,0
7925960,48,1,0,1
531312,48,1,0,1
4070512,48,1,0,1
4991464,48,1,0,1
2796064,48,1,0,1
4289552,48,1,1,0
3491096,48,1,1,0
961224,48,1,1,0
891864,48,1,1,0
6165864,48,1,1,0
5347680,48,1,1,0
2541840,48,1,1,0
5837000,48,1,1,0
7629352,48,1,1,0
947032,48,1,1,0
6303864,48,1,0,1
7880680,48,1,1,0
3022520,48,1,1,0
4661800,48,1,1,0
736800,48,1,0,1
1538520,48,1,1,0
6365584,48,1,1,0
1646032,48,1,0,1
590384,48,1,0,1
563232,48,1,1,0
243920,48,1,0,1
546720,48,1,1,0
4276424,48,1,0,1
1534280,48,1,1,0
5667776,48,1,0,1
6896096,48,1,1,0
3114368,48,1,0,1
1688552,48,1,0,1
7078376,48,1,1,0
1747248,48,1,0,1
558320,48,1,0,1
3208320,48,1,1,0
897656,48,1,1,0
1178320,48,1,0,1
1197960,48,1,1,0
989800,48,1,1,0
1528896,48,1,1,0
3280464,48,1,1,0
181104,48,1,0,1
3480408,48,1,1,0
8252024,48,1,0,1
5771688,48,1,0,1
5860872,48,1,0,1
2625152,48,1,0,1
5767384,48,1,1,0
6924152,48,1,0,1
986648,48,1,1,0
7313936,48,1,1,0
238584,48,1,1,0
4278496,48,1,0,1
1863408,48,1,0,1
564720,48,1,1,0
3163760,48,1,1,0
5390496,48,1,1,0
516160,48,1,1,0
6846480,48,1,0,1
4612560,48,1,1,0
2095416,48,1,0,1
1125864,48,1,1,0
5568616,48,1,1,0
356024,48,1,0,1
792792,48,1,0,1
4636368,48,1,1,0
790824,48,1,1,0
2346104,48,1,0,1
1356392,48,1,0,1
796400,48,1,0,1
2444680,48,1,1,0
6076720,48,1,1,0
3944168,48,1,1,0
1388280,48,1,1,0
1689760,48,1,1,0
2862224,48,1,1,0
6094184,48,1,0,1
4167944,48,1,0,1
1297640,48,1,0,1
4830656,48,1,0,1
5139296,48,1,0,1
4345360,48,1,1,0
1313920,48,1,0,1
6130728,48,1,1,0
3685368,48,1,1,0
2769048,48,1,0,1
636024,48,1,1,0
5111040,48,1,1,0
8020984,48,1,0,1
5500600,48,1,0,1
3199744,48,1,1,0
5848112,48,1,0,1
3244656,48,1,1,0
3246936,48,1,0,1
6254528,48,1,0,1
681448,48,1,0,1
500336,48,1,1,0
8273632,48,1,0,1
778280,48,1,1,0
2457296,48,1,0,1
1813000,48,1,1,0
3075824,48,1,0,1
250992,48,1,0,1
421504,48,1,0,1
6314120,48,1,0,1
1587168,48,1,1,0
1356176,48,1,0,1
5294904,48,1,0,1
238448,48,1,0,1
5076776,48,1,0,1
7473312,48,1,1,0
360416,48,1,0,1
6879448,48,1,0,1
2286760,48,1,1,0
2944816,48,1,0,1
748120,48,1,1,0
1034472,48,1,1,0
1930800,48,1,1,0
2909008,48,1,0,1
3239032,48,1,0,1
621816,48,1,1,0
598744,48,1,1,0
3063440,48,1,0,1
1390392,48,1,1,0
1522808,48,1,0,1
942008,48,1,1,0
2785872,48,1,1,0
7070632,48,1,1,0
1347280,48,1,0,1
5343880,48,1,1,0
950680,48,1,0,1
2576936,48,1,1,0
1057400,48,1,0,1
1257112,48,1,1,0
727088,48,1,0,1
7928584,48,1,0,1
1935576,48,1,1,0
4146624,48,1,0,1
264424,48,1,0,1
1431336,48,1,0,1
821824,48,1,0,1
5802904,48,1,1,0
1942856,48,1,0,1
2085872,48,1,1,0
3856640,48,1,1,0
703496,48,1,1,0
1752376,48,1,0,1
959768,48,1,0,1
2273784,48,1,1,0
6073424,48,1,1,0
541112,48,1,0,1
7301800,48,1,1,0
7000464,48,1,1,0
1635216,48,1,1,0
226704,48,1,0,1
812392,48,1,1,0
369288,48,1,0,1
1427600,48,1,1,0
2116904,48,1,0,1
1492000,48,1,1,0
3804480,48,1,0,1
509336,48,1,0,1
1716096,48,1,1,0
393408,48,1,1,0
3717544,48,1,0,1
1903480,48,1,1,0
3603656,48,1,1,0
5048016,48,1,0,1
8202360,48,1,1,0
1032672,48,1,0,1
3679336,48,1,0,1
6776896,48,1,0,1
1229560,48,1,1,0
708128,48,1,1,0
8194896,48,1,1,0
7730248,48,1,1,0
1834944,48,1,1,0
316936,48,1,0,1
6874048,48,1,0,1
3484016,48,1,1,0
3474472,48,1,0,1
6413704,48,1,1,0
584696,48,1,1,0
2623200,48,1,1,0
1482616,48,1,1,0
351848,48,1,0,1
2392008,48,1,0,1
6751848,48,1,1,0
714400,48,1,1,0
5673368,48,1,1,0
1488984,48,1,1,0
1115864,48,1,0,1
5406520,48,1,1,0
2054784,48,1,1,0
5681296,48,1,0,1
5188032,48,1,1,0
5816096,48,1,1,0
3045128,48,1,0,1
5167576,48,1,1,0
2634608,48,1,1,0
2620872,48,1,1,0
2012064,48,1,1,0
861496,48,1,0,1
3121248,48,1,1,0
2517616,48,1,0,1
5498728,48,1,0,1
